"Time (s) Run #1","Magnetic Field Strength (Axial) (G) Run #1","Magnetic Field Strength (Perpendicular) (T) Run #1","Angle (rad) Run #1","Angular Velocity (rad/s) Run #1","Angular Acceleration (rad/s²) Run #1","Position (m) Run #1","Velocity (m/s) Run #1","Acceleration (m/s²) Run #1"
0.000,5.21723E0,5.04475E-5,-3.563,,,-4.47363E-2,,
0.100,5.19631E0,4.86992E-5,-3.563,0.000,,-4.47363E-2,0.000,
0.200,5.22142E0,5.07235E-5,-3.563,0.000,0.000,-4.47363E-2,0.000,0.000
0.300,5.18961E0,4.17981E-5,-3.563,0.000,0.000,-4.47363E-2,0.000,0.000
0.400,5.20803E0,5.23798E-5,-3.563,0.000,0.000,-4.47363E-2,0.000,0.000
0.500,5.23732E0,6.19493E-5,-3.563,0.000,0.000,-4.47363E-2,0.000,0.000
0.600,5.17455E0,4.36384E-5,-3.563,0.000,0.000,-4.47363E-2,0.000,0.000
0.700,5.14191E0,4.04179E-5,-3.563,0.000,0.000,-4.47363E-2,0.000,0.000
0.800,5.19882E0,5.68885E-5,-3.563,0.000,0.000,-4.47363E-2,0.000,0.000
0.900,5.28168E0,5.53242E-5,-3.563,0.000,0.000,-4.47363E-2,0.000,0.000
1.000,5.29424E0,4.08779E-5,-3.563,0.000,0.000,-4.47363E-2,0.000,0.000
1.100,5.31265E0,4.95273E-5,-3.563,0.000,0.000,-4.47363E-2,0.000,0.000
1.200,5.31098E0,5.32079E-5,-3.563,0.000,0.000,-4.47363E-2,0.000,0.000
1.300,5.27415E0,4.37304E-5,-3.563,0.000,0.004,-4.47363E-2,0.000,5.479E-5
1.400,5.26578E0,5.21037E-5,-3.563,0.000,0.013,-4.47363E-2,0.000,1.644E-4
1.500,5.25992E0,3.16764E-5,-3.563,0.003,0.017,-4.47363E-2,3.288E-5,2.192E-4
1.600,5.34446E0,3.97737E-5,-3.563,0.005,0.009,-4.47363E-2,6.575E-5,1.096E-4
1.700,5.30428E0,3.79335E-5,-3.561,0.005,-0.009,-4.47166E-2,6.575E-5,-1.096E-4
1.800,5.22644E0,3.72893E-5,-3.561,0.003,-0.013,-4.47166E-2,3.287E-5,-1.644E-4
1.900,5.32688E0,4.33623E-5,-3.561,0.000,3.697E-15,-4.47166E-2,0.000,1.156E-16
2.000,5.39049E0,4.77790E-5,-3.561,0.003,0.048,-4.47166E-2,3.288E-5,6.027E-4
2.100,5.33692E0,5.09075E-5,-3.561,0.005,0.458,-4.47166E-2,6.575E-5,0.006
2.200,5.24485E0,5.19197E-5,-3.559,0.026,1.252,-4.46968E-2,3.287E-4,0.016
2.300,5.34278E0,4.25342E-5,-3.559,0.251,1.837,-4.46968E-2,0.003,0.023
2.400,5.35868E0,4.15220E-5,-3.547,0.508,1.536,-4.45390E-2,0.006,0.019
2.500,5.46498E0,4.75950E-5,-3.423,0.626,0.436,-4.29808E-2,0.008,0.005
2.600,5.42229E0,4.55707E-5,-3.391,0.573,-0.467,-4.25863E-2,0.007,-0.006
2.700,5.50767E0,4.76870E-5,-3.340,0.448,-0.685,-4.19353E-2,0.006,-0.009
2.800,5.46582E0,5.12756E-5,-3.286,0.406,-0.353,-4.12647E-2,0.005,-0.004
2.900,5.51855E0,5.26558E-5,-3.259,0.382,0.144,-4.09294E-2,0.005,0.002
3.000,5.61899E0,5.21037E-5,-3.228,0.427,0.493,-4.05349E-2,0.005,0.006
3.100,5.73533E0,4.22581E-5,-3.168,0.513,0.737,-3.97853E-2,0.006,0.009
3.200,5.68511E0,4.52946E-5,-3.121,0.571,1.052,-3.91936E-2,0.007,0.013
3.300,5.82572E0,4.57547E-5,-3.058,0.681,1.353,-3.84046E-2,0.009,0.017
3.400,5.69934E0,4.67669E-5,-2.996,0.890,1.065,-3.76156E-2,0.011,0.013
3.500,5.94792E0,5.30239E-5,-2.886,1.005,-0.083,-3.62348E-2,0.013,-0.001
3.600,6.13206E0,6.36056E-5,-2.760,0.885,-1.152,-3.46568E-2,0.011,-0.014
3.700,6.12955E0,5.89128E-5,-2.691,0.636,-0.768,-3.37889E-2,0.008,-0.010
3.800,6.18813E0,5.09996E-5,-2.659,0.568,0.899,-3.33944E-2,0.007,0.011
3.900,6.27518E0,5.07235E-5,-2.604,0.861,2.125,-3.27040E-2,0.011,0.027
4.000,6.37311E0,5.24718E-5,-2.505,1.199,1.510,-3.14614E-2,0.015,0.019
4.100,6.71627E0,5.63364E-5,-2.328,1.280,-0.323,-2.92324E-2,0.016,-0.004
4.200,6.83345E0,6.09371E-5,-2.216,1.055,-1.510,-2.78320E-2,0.013,-0.019
4.300,6.96067E0,5.47722E-5,-2.125,0.812,-1.379,-2.66879E-2,0.010,-0.017
4.400,7.00336E0,5.99250E-5,-2.075,0.762,-0.829,-2.60567E-2,0.010,-0.010
4.500,7.16824E0,6.24094E-5,-1.982,0.746,-0.977,-2.48929E-2,0.009,-0.012
4.600,7.30634E0,5.94649E-5,-1.902,0.623,-1.667,-2.38870E-2,0.008,-0.021
4.700,7.27621E0,6.53539E-5,-1.850,0.364,-1.994,-2.32360E-2,0.005,-0.025
4.800,7.25194E0,7.03227E-5,-1.833,0.144,-1.597,-2.30191E-2,0.002,-0.020
4.900,7.39506E0,6.54459E-5,-1.833,0.029,-0.846,-2.30191E-2,3.616E-4,-0.011
5.000,7.33062E0,6.71021E-5,-1.833,0.000,-0.288,-2.30191E-2,0.000,-0.004
5.100,7.25027E0,6.86664E-5,-1.833,0.000,-0.048,-2.30191E-2,0.000,-6.027E-4
5.200,7.31053E0,6.48018E-5,-1.833,0.000,0.052,-2.30191E-2,0.000,6.575E-4
5.300,7.32308E0,5.75326E-5,-1.833,0.000,0.449,-2.30191E-2,0.000,0.006
5.400,7.31639E0,6.46177E-5,-1.833,0.031,1.209,-2.30191E-2,3.945E-4,0.015
5.500,7.23018E0,5.69805E-5,-1.833,0.238,1.802,-2.30191E-2,0.003,0.023
5.600,7.28709E0,5.54163E-5,-1.814,0.487,1.606,-2.27824E-2,0.006,0.020
5.700,7.38921E0,6.53539E-5,-1.709,0.626,0.716,-2.14608E-2,0.008,0.009
5.800,7.47876E0,7.39112E-5,-1.665,0.607,0.031,-2.09085E-2,0.008,3.835E-4
5.900,7.54907E0,7.15188E-5,-1.607,0.547,-0.035,-2.01787E-2,0.007,-4.383E-4
6.000,7.61938E0,6.43417E-5,-1.552,0.584,0.135,-1.94883E-2,0.007,0.002
6.100,7.67378E0,6.79303E-5,-1.494,0.628,-0.022,-1.87585E-2,0.008,-2.740E-4
6.200,7.65620E0,6.86664E-5,-1.428,0.607,-0.441,-1.79300E-2,0.008,-0.006
6.300,7.93576E0,6.68261E-5,-1.354,0.511,-0.550,-1.70029E-2,0.006,-0.007
6.400,7.86377E0,6.53539E-5,-1.327,0.437,-0.175,-1.66676E-2,0.005,-0.002
6.500,8.03285E0,7.80519E-5,-1.288,0.469,0.218,-1.61745E-2,0.006,0.003
6.600,8.07972E0,7.96161E-5,-1.232,0.545,0.113,-1.54644E-2,0.007,0.001
6.700,8.18852E0,7.32671E-5,-1.169,0.534,-0.375,-1.46754E-2,0.007,-0.005
6.800,8.21280E0,6.94025E-5,-1.120,0.440,-0.689,-1.40639E-2,0.006,-0.009
6.900,8.29984E0,6.33295E-5,-1.079,0.348,-0.633,-1.35511E-2,0.004,-0.008
7.000,8.34002E0,6.46177E-5,-1.057,0.317,-0.537,-1.32749E-2,0.004,-0.007
7.100,8.42037E0,7.47394E-5,-1.023,0.278,-0.676,-1.28410E-2,0.003,-0.008
7.200,8.52918E0,7.55675E-5,-0.986,0.188,-0.864,-1.23873E-2,0.002,-0.011
7.300,8.51746E0,7.38192E-5,-0.983,0.071,-0.768,-1.23478E-2,8.876E-4,-0.010
7.400,8.44046E0,7.04147E-5,-0.983,0.005,-0.432,-1.23478E-2,6.575E-5,-0.005
7.500,8.36931E0,7.37272E-5,-0.983,0.000,-0.127,-1.23478E-2,0.000,-0.002
7.600,8.41116E0,6.89424E-5,-0.983,0.000,-0.009,-1.23478E-2,0.000,-1.096E-4
7.700,8.41702E0,6.26854E-5,-0.983,0.000,0.000,-1.23478E-2,0.000,0.000
7.800,8.41786E0,5.81767E-5,-0.983,0.000,0.000,-1.23478E-2,0.000,0.000
7.900,8.43543E0,7.28071E-5,-0.983,0.000,0.000,-1.23478E-2,0.000,0.000
8.000,8.41200E0,7.48314E-5,-0.983,0.000,0.000,-1.23478E-2,0.000,0.000
8.100,8.44631E0,8.28367E-5,-0.983,0.000,0.000,-1.23478E-2,0.000,0.000
8.200,8.55345E0,7.41873E-5,-0.983,0.000,0.000,-1.23478E-2,0.000,0.000
8.300,8.41869E0,7.68557E-5,-0.983,0.000,0.000,-1.23478E-2,0.000,0.000
8.400,8.39024E0,7.05067E-5,-0.983,0.000,0.567,-1.23478E-2,0.000,0.007
8.500,8.49402E0,6.37896E-5,-0.983,0.000,2.055,-1.23478E-2,0.000,0.026
8.600,8.51746E0,8.31127E-5,-0.983,0.340,3.521,-1.23478E-2,0.004,0.044
8.700,8.41535E0,7.76838E-5,-0.983,0.893,3.408,-1.23478E-2,0.011,0.043
8.800,8.72503E0,7.93401E-5,-0.779,1.220,1.440,-9.78360E-3,0.015,0.018
8.900,8.85727E0,8.35728E-5,-0.652,1.165,-0.436,-8.18587E-3,0.015,-0.005
9.000,8.96943E0,8.57811E-5,-0.583,0.932,-0.820,-7.31797E-3,0.012,-0.010
9.100,9.27577E0,8.51370E-5,-0.481,0.919,-0.279,-6.03585E-3,0.012,-0.004
9.200,9.36616E0,8.11804E-5,-0.391,0.974,0.009,-4.91152E-3,0.012,1.096E-4
9.300,9.51933E0,7.74078E-5,-0.292,0.956,-0.244,-3.66885E-3,0.012,-0.003
9.400,9.75703E0,8.78055E-5,-0.187,0.901,-0.262,-2.34727E-3,0.011,-0.003
9.500,9.87505E0,9.46146E-5,-0.112,0.846,0.100,-1.40047E-3,0.011,0.001
9.600,1.00776E+1,8.94617E-5,-0.031,0.927,0.410,-3.94500E-4,0.012,0.005
9.700,1.01747E+1,9.43385E-5,0.060,0.990,0.401,7.49550E-4,0.012,0.005
9.800,1.04216E+1,1.00872E-4,0.198,1.003,0.166,2.48535E-3,0.013,0.002
9.900,1.04651E+1,1.05748E-4,0.253,1.011,-0.192,3.17573E-3,0.013,-0.002
10.000,1.08141E+1,1.01700E-4,0.377,1.005,-1.052,4.73400E-3,0.013,-0.013
10.100,1.08468E+1,9.46146E-5,0.487,0.872,-2.190,6.11475E-3,0.011,-0.028
10.200,1.10108E+1,1.02804E-4,0.567,0.511,-2.766,7.12073E-3,0.006,-0.035
10.300,1.11121E+1,9.84792E-5,0.586,0.191,-2.265,7.35743E-3,0.002,-0.028
10.400,1.10468E+1,1.04000E-4,0.584,0.026,-1.174,7.33770E-3,3.287E-4,-0.015
10.500,1.11196E+1,1.06208E-4,0.584,-0.003,-0.362,7.33770E-3,-3.287E-5,-0.005
10.600,1.10878E+1,9.48906E-5,0.584,0.000,-0.039,7.33770E-3,0.000,-4.931E-4
10.700,1.11833E+1,9.98594E-5,0.584,0.000,0.009,7.33770E-3,0.000,1.096E-4
10.800,1.11188E+1,1.06576E-4,0.584,0.000,0.013,7.33770E-3,0.000,1.644E-4
10.900,1.11096E+1,1.05656E-4,0.584,0.003,0.166,7.33770E-3,3.287E-5,0.002
11.000,1.10920E+1,1.02988E-4,0.584,0.005,0.720,7.33770E-3,6.575E-5,0.009
11.100,1.11138E+1,8.98298E-5,0.586,0.094,1.654,7.35743E-3,0.001,0.021
11.200,1.10954E+1,8.57811E-5,0.586,0.340,2.574,7.35743E-3,0.004,0.032
11.300,1.11975E+1,9.81111E-5,0.639,0.660,2.832,8.02808E-3,0.008,0.036
11.400,1.12879E+1,1.02528E-4,0.735,0.984,2.251,9.23130E-3,0.012,0.028
11.500,1.15239E+1,1.02804E-4,0.833,1.149,1.217,1.04543E-2,0.014,0.015
11.600,1.17566E+1,1.16330E-4,0.983,1.202,0.244,1.23479E-2,0.015,0.003
11.700,1.20462E+1,1.01148E-4,1.081,1.173,-0.196,1.35708E-2,0.015,-0.002
11.800,1.21742E+1,1.05196E-4,1.208,1.107,-0.100,1.51685E-2,0.014,-0.001
11.900,1.23006E+1,1.13570E-4,1.312,1.126,0.262,1.64704E-2,0.014,0.003
12.000,1.25994E+1,1.15318E-4,1.417,1.189,0.209,1.77920E-2,0.015,0.003
12.100,1.27995E+1,1.16514E-4,1.547,1.249,-0.781,1.94291E-2,0.016,-0.010
12.200,1.30581E+1,1.15962E-4,1.685,1.110,-2.295,2.11649E-2,0.014,-0.029
12.300,1.33100E+1,1.20379E-4,1.792,0.736,-3.272,2.25062E-2,0.009,-0.041
12.400,1.34322E+1,1.17894E-4,1.838,0.325,-2.963,2.30783E-2,0.004,-0.037
12.500,1.34197E+1,1.21667E-4,1.836,0.071,-1.772,2.30585E-2,8.876E-4,-0.022
12.600,1.33201E+1,1.18814E-4,1.836,-0.003,-0.659,2.30585E-2,-3.287E-5,-0.008
12.700,1.34071E+1,1.23967E-4,1.836,0.000,-0.113,2.30585E-2,0.000,-0.001
12.800,1.34197E+1,1.21575E-4,1.836,0.000,0.004,2.30585E-2,0.000,5.479E-5
12.900,1.33912E+1,1.19367E-4,1.836,0.000,0.004,2.30585E-2,0.000,5.479E-5
13.000,1.33711E+1,1.23691E-4,1.836,0.000,0.013,2.30585E-2,0.000,1.644E-4
13.100,1.34213E+1,1.16790E-4,1.836,0.003,0.358,2.30585E-2,3.288E-5,0.004
13.200,1.34289E+1,1.28016E-4,1.836,0.005,1.230,2.30585E-2,6.575E-5,0.015
13.300,1.34155E+1,1.20839E-4,1.838,0.209,2.103,2.30783E-2,0.003,0.026
13.400,1.33067E+1,1.24795E-4,1.838,0.531,2.147,2.30783E-2,0.007,0.027
13.500,1.36314E+1,1.23599E-4,1.960,0.738,1.409,2.46168E-2,0.009,0.018
13.600,1.38256E+1,1.26452E-4,2.033,0.764,0.956,2.55242E-2,0.010,0.012
13.700,1.37687E+1,1.21943E-4,2.086,0.822,1.100,2.61948E-2,0.010,0.014
13.800,1.39947E+1,1.20839E-4,2.171,1.021,1.200,2.72600E-2,0.013,0.015
13.900,1.42684E+1,1.26268E-4,2.315,1.141,0.877,2.90747E-2,0.014,0.011
14.000,1.44743E+1,1.26268E-4,2.416,1.165,0.502,3.03371E-2,0.015,0.006
14.100,1.46701E+1,1.34457E-4,2.526,1.204,0.297,3.17178E-2,0.015,0.004
14.200,1.48584E+1,1.32433E-4,2.659,1.259,0.057,3.33944E-2,0.016,7.123E-4
14.300,1.51246E+1,1.35101E-4,2.794,1.225,-0.148,3.50908E-2,0.015,-0.002
14.400,1.53590E+1,1.39794E-4,2.903,1.178,-0.166,3.64518E-2,0.015,-0.002
14.500,1.54770E+1,1.42830E-4,3.018,1.196,-0.467,3.78917E-2,0.015,-0.006
14.600,1.56737E+1,1.40530E-4,3.143,1.189,-1.562,3.94697E-2,0.015,-0.020
14.700,1.59591E+1,1.39518E-4,3.272,0.935,-2.915,4.10872E-2,0.012,-0.037
14.800,1.59892E+1,1.42646E-4,3.362,0.503,-3.329,4.22115E-2,0.006,-0.042
14.900,1.60118E+1,1.42830E-4,3.360,0.134,-2.400,4.21918E-2,0.002,-0.030
15.000,1.60152E+1,1.45223E-4,3.357,-0.008,-1.034,4.21523E-2,-9.862E-5,-0.013
15.100,1.60193E+1,1.33537E-4,3.357,0.005,-0.179,4.21523E-2,6.575E-5,-0.002
15.200,1.60076E+1,1.31605E-4,3.360,0.010,0.026,4.21918E-2,1.315E-4,3.287E-4
15.300,1.61248E+1,1.43842E-4,3.360,0.008,0.284,4.21918E-2,9.862E-5,0.004
15.400,1.59582E+1,1.42922E-4,3.360,0.005,1.143,4.21918E-2,6.575E-5,0.014
15.500,1.59683E+1,1.35837E-4,3.362,0.181,2.116,4.22115E-2,0.002,0.027
15.600,1.60085E+1,1.44026E-4,3.362,0.524,2.055,4.22115E-2,0.007,0.026
15.700,1.62068E+1,1.47247E-4,3.467,0.759,0.511,4.35331E-2,0.010,0.006
15.800,1.63006E+1,1.42646E-4,3.569,0.660,-1.152,4.48152E-2,0.008,-0.014
15.900,1.63918E+1,1.48259E-4,3.610,0.351,-1.187,4.53281E-2,0.004,-0.015
16.000,1.63190E+1,1.46511E-4,3.614,0.241,0.297,4.53872E-2,0.003,0.004
16.100,1.63876E+1,1.56448E-4,3.632,0.466,1.558,4.56042E-2,0.006,0.020
16.200,1.64362E+1,1.47707E-4,3.691,0.723,1.353,4.63538E-2,0.009,0.017
16.300,1.66186E+1,1.49271E-4,3.812,0.804,0.161,4.78726E-2,0.010,0.002
16.400,1.67383E+1,1.41358E-4,3.867,0.715,-0.720,4.85630E-2,0.009,-0.009
16.500,1.69015E+1,1.43198E-4,3.938,0.571,-0.803,4.94506E-2,0.007,-0.010
16.600,1.69861E+1,1.43382E-4,3.995,0.524,-0.380,5.01607E-2,0.007,-0.005
16.700,1.70078E+1,1.42370E-4,4.028,0.513,0.175,5.05749E-2,0.006,0.002
16.800,1.70455E+1,1.44763E-4,4.092,0.545,0.585,5.13836E-2,0.007,0.007
16.900,1.71267E+1,1.48167E-4,4.148,0.654,0.593,5.20937E-2,0.008,0.007
17.000,1.71091E+1,1.55896E-4,4.200,0.733,-0.096,5.27447E-2,0.009,-0.001
17.100,1.72288E+1,1.60037E-4,4.312,0.681,-1.130,5.41451E-2,0.009,-0.014
17.200,1.73577E+1,1.53320E-4,4.368,0.461,-1.549,5.48552E-2,0.006,-0.019
17.300,1.74112E+1,1.50744E-4,4.389,0.249,-0.929,5.51117E-2,0.003,-0.012
17.400,1.73769E+1,1.57001E-4,4.400,0.236,0.105,5.52497E-2,0.003,0.001
17.500,1.74138E+1,1.50652E-4,4.430,0.348,0.563,5.56245E-2,0.004,0.007
17.600,1.75058E+1,1.45867E-4,4.469,0.424,0.266,5.61176E-2,0.005,0.003
17.700,1.75544E+1,1.53320E-4,4.529,0.398,-0.240,5.68672E-2,0.005,-0.003
17.800,1.75075E+1,1.50007E-4,4.555,0.346,-0.502,5.72025E-2,0.004,-0.006
17.900,1.75912E+1,1.44303E-4,4.582,0.283,-0.519,5.75378E-2,0.004,-0.007
18.000,1.76104E+1,1.48351E-4,4.623,0.238,-0.449,5.80507E-2,0.003,-0.006
18.100,1.75661E+1,1.53688E-4,4.631,0.194,-0.367,5.81493E-2,0.002,-0.005
18.200,1.76213E+1,1.48811E-4,4.650,0.165,-0.380,5.83860E-2,0.002,-0.005
18.300,1.76481E+1,1.52860E-4,4.672,0.136,-0.458,5.86622E-2,0.002,-0.006
18.400,1.75326E+1,1.56633E-4,4.681,0.068,-0.484,5.87805E-2,8.548E-4,-0.006
18.500,1.76489E+1,1.47615E-4,4.681,0.016,-0.362,5.87805E-2,1.972E-4,-0.005
18.600,1.76757E+1,1.53872E-4,4.681,-0.005,-0.161,5.87805E-2,-6.575E-5,-0.002
18.700,1.76665E+1,1.58381E-4,4.681,-0.008,-0.026,5.87805E-2,-9.863E-5,-3.288E-4
18.800,1.77059E+1,1.46051E-4,4.678,-0.005,0.026,5.87411E-2,-6.575E-5,3.288E-4
18.900,1.76556E+1,1.61509E-4,4.679,0.000,0.026,5.87608E-2,0.000,3.288E-4
19.000,1.76372E+1,1.50928E-4,4.679,0.003,0.004,5.87608E-2,3.288E-5,5.479E-5
19.100,1.76556E+1,1.61233E-4,4.679,0.000,-0.017,5.87608E-2,0.000,-2.192E-4
19.200,1.77059E+1,1.53964E-4,4.679,-0.003,-0.022,5.87608E-2,-3.288E-5,-2.740E-4
19.300,1.77050E+1,1.52032E-4,4.679,-0.005,-0.009,5.87608E-2,-6.575E-5,-1.096E-4
19.400,1.76088E+1,1.50099E-4,4.678,-0.005,0.009,5.87411E-2,-6.575E-5,1.096E-4
19.500,1.76540E+1,1.59393E-4,4.678,-0.003,0.017,5.87411E-2,-3.287E-5,2.192E-4
19.600,1.76791E+1,1.47431E-4,4.678,0.000,0.013,5.87411E-2,0.000,1.644E-4
19.700,1.77937E+1,1.50652E-4,4.678,0.000,0.004,5.87411E-2,0.000,5.479E-5
19.800,1.76582E+1,1.52308E-4,4.678,0.000,0.000,5.87411E-2,0.000,0.000
19.900,1.75828E+1,1.61141E-4,4.678,0.000,0.000,5.87411E-2,0.000,0.000
20.000,1.76757E+1,1.62061E-4,4.678,0.000,0.004,5.87411E-2,0.000,5.479E-5
20.100,1.76540E+1,1.63534E-4,4.678,0.000,0.009,5.87411E-2,0.000,1.096E-4
20.200,1.76364E+1,1.50652E-4,4.678,0.003,0.004,5.87411E-2,3.287E-5,5.479E-5
20.300,1.77377E+1,1.58749E-4,4.678,0.003,-0.009,5.87411E-2,3.287E-5,-1.096E-4
20.400,1.76473E+1,1.54976E-4,4.679,0.000,-0.017,5.87608E-2,0.000,-2.192E-4
20.500,1.76908E+1,1.58105E-4,4.678,-0.003,-0.009,5.87411E-2,-3.287E-5,-1.096E-4
20.600,1.75979E+1,1.57001E-4,4.678,-0.003,-3.903E-17,5.87411E-2,-3.287E-5,-5.829E-17
20.700,1.77176E+1,1.50928E-4,4.678,0.000,-0.004,5.87411E-2,0.000,-5.479E-5
20.800,1.76004E+1,1.49087E-4,4.678,-0.003,-0.153,5.87411E-2,-3.288E-5,-0.002
20.900,1.77109E+1,1.54424E-4,4.678,-0.005,-0.611,5.87411E-2,-6.575E-5,-0.008
21.000,1.76230E+1,1.56448E-4,4.676,-0.089,-1.204,5.87213E-2,-0.001,-0.015
21.100,1.76322E+1,1.58105E-4,4.676,-0.280,-1.374,5.87213E-2,-0.004,-0.017
21.200,1.75619E+1,1.61417E-4,4.626,-0.450,-0.807,5.80901E-2,-0.006,-0.010
21.300,1.75159E+1,1.52492E-4,4.560,-0.469,0.031,5.72617E-2,-0.006,3.835E-4
21.400,1.74154E+1,1.54148E-4,4.522,-0.385,0.497,5.67883E-2,-0.005,0.006
21.500,1.75368E+1,1.52584E-4,4.499,-0.327,0.528,5.64924E-2,-0.004,0.007
21.600,1.74380E+1,1.57093E-4,4.456,-0.293,0.410,5.59598E-2,-0.004,0.005
21.700,1.73660E+1,1.50744E-4,4.430,-0.243,0.231,5.56245E-2,-0.003,0.003
21.800,1.73920E+1,1.51204E-4,4.416,-0.223,2.776E-16,5.54470E-2,-0.003,-1.670E-16
21.900,1.73610E+1,1.55804E-4,4.394,-0.259,-0.188,5.51708E-2,-0.003,-0.002
22.000,1.73016E+1,1.55068E-4,4.359,-0.278,-0.380,5.47369E-2,-0.003,-0.005
22.100,1.73342E+1,1.51572E-4,4.331,-0.301,-0.746,5.43818E-2,-0.004,-0.009
22.200,1.73058E+1,1.51388E-4,4.312,-0.408,-1.191,5.41451E-2,-0.005,-0.015
22.300,1.72757E+1,1.48627E-4,4.260,-0.576,-1.392,5.34942E-2,-0.007,-0.017
22.400,1.71601E+1,1.48903E-4,4.185,-0.717,-1.261,5.25474E-2,-0.009,-0.016
22.500,1.71158E+1,1.42186E-4,4.112,-0.827,-0.816,5.16401E-2,-0.010,-0.010
22.600,1.70932E+1,1.52400E-4,4.029,-0.914,0.079,5.05946E-2,-0.011,9.862E-4
22.700,1.69350E+1,1.44487E-4,3.919,-0.869,1.335,4.92139E-2,-0.011,0.017
22.800,1.67358E+1,1.52584E-4,3.830,-0.628,2.291,4.80896E-2,-0.008,0.029
22.900,1.67341E+1,1.55528E-4,3.790,-0.312,2.308,4.75964E-2,-0.004,0.029
23.000,1.66588E+1,1.47707E-4,3.781,-0.097,1.540,4.74781E-2,-0.001,0.019
23.100,1.67082E+1,1.47431E-4,3.781,-0.016,0.681,4.74781E-2,-1.972E-4,0.009
23.200,1.67676E+1,1.46879E-4,3.781,0.000,0.188,4.74781E-2,0.000,0.002
23.300,1.67408E+1,1.52308E-4,3.781,0.000,0.026,4.74781E-2,0.000,3.287E-4
23.400,1.66847E+1,1.53044E-4,3.781,0.000,0.000,4.74781E-2,0.000,0.000
23.500,1.67090E+1,1.42554E-4,3.781,0.000,0.000,4.74781E-2,0.000,0.000
23.600,1.66856E+1,1.57277E-4,3.781,0.000,0.000,4.74781E-2,0.000,0.000
23.700,1.67517E+1,1.53228E-4,3.781,0.000,0.000,4.74781E-2,0.000,0.000
23.800,1.67475E+1,1.48259E-4,3.781,0.000,0.000,4.74781E-2,0.000,0.000
23.900,1.67417E+1,1.50099E-4,3.781,0.000,0.009,4.74781E-2,0.000,1.096E-4
24.000,1.67684E+1,1.46235E-4,3.781,0.000,0.026,4.74781E-2,0.000,3.287E-4
24.100,1.67241E+1,1.51480E-4,3.781,0.005,0.035,4.74781E-2,6.575E-5,4.383E-4
24.200,1.67266E+1,1.51664E-4,3.781,0.010,0.009,4.74781E-2,1.315E-4,1.096E-4
24.300,1.66513E+1,1.50652E-4,3.784,0.010,-0.031,4.75175E-2,1.315E-4,-3.835E-4
