axial, perp, fakepos, pos
19.836,1.96567,0.015,0
19.8176,1.94543,0.015,0
19.8829,2.01628,0.015,0
19.8745,2.1497,0.015,0
19.8084,2.06321,0.015,0
19.8536,2.0126,0.015,0
19.8259,2.10185,0.015,0
19.8603,2.05216,0.015,0
19.8519,2.01168,0.015,0
19.8176,1.96935,0.015,0
19.8234,2.0034,0.015,0
19.8033,1.97211,0.015,0
19.8996,2.01444,0.015,0
19.8502,2.03744,0.015,0
19.882,1.94083,0.015,0
19.8201,1.95463,0.015,0
19.7874,2.00616,0.015,0
19.7941,2.04848,0.015,0
19.7833,1.97579,0.015,0
19.8025,1.99143,0.015,0
19.9331,1.97855,0.015,0
19.795,1.98407,0.015,0
19.851,1.93899,0.015,0
19.8812,2.05676,0.015,0
19.7883,2.07517,0.015,0
19.9155,2.16626,0.015,0
19.9255,2.12117,0.015,0
20.0528,2.09173,0.015,0
19.923,2.06597,0.015,0
19.8653,2.05676,0.015,0
19.9381,2.08161,0.015,0
19.9624,2.07057,0.015,0
19.8854,2.15614,0.015,0
19.8812,1.97947,0.015,0
19.9364,2.054,0.015,0
19.8695,2.10093,0.015,0
19.8812,2.06873,0.015,0
19.8151,2.06505,0.015,0
19.8988,1.97119,0.015,0
19.8427,1.93254,0.015,0
19.8619,1.95923,0.015,0
19.8368,1.94267,0.015,0
19.7992,1.90678,0.015,0
19.8393,1.97487,0.015,0
19.8586,1.8985,0.015,0
19.9306,1.9169,0.015,0
19.8586,1.96383,0.015,0
19.8418,1.98223,0.015,0
19.7966,2.00063,0.015,0
19.8946,2.01996,0.015,0
19.7891,1.97303,0.015,0
19.8017,2.05124,0.015,0
19.8937,2.0586,0.015,0
19.8444,2.08161,0.015,0
19.8418,2.03928,0.015,0
19.8485,2.00708,0.015,1.9725e-05
19.7238,2.0448,0.015,1.9725e-05
19.795,2.00524,0.015,1.9725e-05
19.8611,2.07977,0.015,3.945e-05
19.9055,2.00524,0.015,0.000256425
19.8134,2.01628,0.015,0.00027615
19.8686,2.06044,0.015,0.000650925
19.8142,1.96935,0.015,0.000848175
19.7891,1.95831,0.015,0.00100597
19.8611,1.9123,0.015,0.00185415
19.7632,1.75956,0.015,0.00372803
19.7389,1.81292,0.015,0.00398445
19.656,1.76784,0.015,0.0042606
19.564,1.74023,0.015,0.00463537
19.5681,1.78992,0.015,0.00487208
19.6334,1.85065,0.015,0.0051285
19.6929,1.75312,0.015,0.0065487
19.6644,1.76416,0.015,0.0069432
19.7816,1.83869,0.015,0.00779138
19.7464,1.75496,0.015,0.00901433
19.8912,1.59209,0.015,0.00984277
19.9716,1.57277,0.015,0.0104345
19.9741,1.59761,0.015,0.010829
19.9783,1.5424,0.015,0.0108685
20.0017,1.70159,0.015,0.0108685
19.9707,1.70527,0.015,0.0108685
19.9682,1.68686,0.015,0.0108685
19.9138,1.79544,0.015,0.0108685
19.805,1.59945,0.015,0.0108488
19.9172,1.55252,0.015,0.0108685
19.9373,1.5102,0.015,0.0112827
20.2135,1.51204,0.015,0.0131369
20.252,1.53412,0.015,0.0136694
20.3817,1.46695,0.015,0.0146557
20.8605,1.4283,0.015,0.0166084
21.0454,1.38598,0.015,0.0176342
21.5602,1.49087,0.015,0.0196067
21.9092,1.34641,0.015,0.0210071
22.326,1.35285,0.015,0.0219145
22.6717,1.50836,0.015,0.0231177
23.0801,1.45223,0.015,0.0239067
23.5781,1.35009,0.015,0.0253466
24.3607,1.36849,0.015,0.0269641
24.6227,1.38966,0.015,0.0275558
24.9717,1.47155,0.015,0.0282462
25.5877,1.42094,0.015,0.0294494
26.151,1.44119,0.015,0.030337
26.1293,1.5332,0.015,0.0304357
26.0774,1.46327,0.015,0.0304357
26.1309,1.47799,0.015,0.0304357
26.0933,1.51388,0.015,0.0304357
26.1493,1.41358,0.015,0.0304357
26.0807,1.47799,0.015,0.0304357
26.2038,1.53412,0.015,0.0304357
26.1167,1.40254,0.015,0.0304357
26.1719,1.39794,0.015,0.0304357
26.1996,1.54792,0.015,0.0304554
26.721,1.51756,0.015,0.0314614
27.7195,1.5378,0.015,0.0330197
28.6695,1.59393,0.015,0.0342426
29.7609,1.58197,0.015,0.035939
30.341,1.5424,0.015,0.0367674
31.1821,1.62061,0.015,0.0377537
32.0292,1.67766,0.015,0.0389766
33.3181,1.93438,0.015,0.0403968
34.4079,1.96567,0.015,0.0416789
35.1377,1.93806,0.015,0.0426849
36.3463,2.11565,0.015,0.0442235
37.6813,2.30612,0.015,0.0456239
38.1626,2.33097,0.015,0.046334
38.1709,2.40918,0.015,0.0463143
38.222,2.43586,0.015,0.0462946
38.1048,2.47819,0.015,0.0462946
38.1249,2.45979,0.015,0.0462946
38.2387,2.43679,0.015,0.0462946
38.2831,2.53524,0.015,0.0462946
38.1559,2.46623,0.015,0.0463143
38.1366,2.44507,0.015,0.0463143
37.9901,2.4193,0.015,0.046334
38.1433,2.40642,0.015,0.046334
38.2638,2.45151,0.015,0.046334
38.7376,2.50028,0.015,0.0471428
39.1117,2.59689,0.015,0.0476556
39.4189,2.62173,0.015,0.0480501
40.1546,2.71835,0.015,0.0492533
40.2801,2.91342,0.015,0.0495887
40.3822,2.86281,0.015,0.0498056
40.7254,2.96035,0.015,0.0504763
41.0669,3.08917,0.015,0.0512456
41.1472,3.05052,0.015,0.0514823
41.2795,3.20235,0.015,0.0518965
41.2418,3.19683,0.015,0.0521726
41.3155,3.30909,0.015,0.0522121
41.4126,3.24375,0.015,0.0522121
41.3473,3.27596,0.015,0.0522121
41.2795,3.24559,0.015,0.0522121
41.503,3.33669,0.015,0.0526263
41.4946,3.4057,0.015,0.0527841
41.5239,3.35325,0.015,0.0527841
41.4343,3.32381,0.015,0.0527841
41.4979,3.36705,0.015,0.0527841
41.4427,3.31645,0.015,0.0527841
41.5155,3.37718,0.015,0.0527841
41.4226,3.30264,0.015,0.0527841
41.3607,3.36153,0.015,0.0528038
41.3741,3.38822,0.015,0.0528038
41.4117,3.30356,0.015,0.0528038
41.5574,3.48667,0.015,0.0536323
41.6411,3.56029,0.015,0.0539282
41.4193,3.65046,0.015,0.0548552
41.6143,3.7572,0.015,0.0557823
41.5741,3.91454,0.015,0.0565121
41.236,3.92466,0.015,0.0570842
40.974,3.99644,0.015,0.0576562
40.7647,4.03692,0.015,0.0579323
40.9656,4.03324,0.015,0.0581099
40.8744,4.036,0.015,0.0581099
40.8476,3.97711,0.015,0.0580901
40.8953,4.08109,0.015,0.0580901
40.9455,3.97067,0.015,0.0580901
40.8585,4.02312,0.015,0.0580901
40.6417,4.04428,0.015,0.0580901
40.8643,4.06729,0.015,0.0580901
40.7957,4.07281,0.015,0.0580901
40.8585,4.03232,0.015,0.0580901
40.8886,4.09029,0.015,0.0580901
40.8351,4.0406,0.015,0.0580901
40.8443,4.01944,0.015,0.0580901
40.7924,4.07189,0.015,0.0580901
40.748,4.08477,0.015,0.0580901
40.8133,4.05901,0.015,0.0580901
40.5948,4.08385,0.015,0.0580901
40.7882,3.95871,0.015,0.0580704
40.7581,3.98079,0.015,0.0580704
40.8309,3.72591,0.015,0.0553681
40.7338,3.3008,0.015,0.0525869
40.435,3.14898,0.015,0.0513047
39.6708,2.89134,0.015,0.0493717
38.71,2.66774,0.015,0.0475964
37.4486,2.40458,0.015,0.0458409
36.9489,2.33281,0.015,0.0450914
35.9312,2.06505,0.015,0.0435528
34.1434,1.82305,0.015,0.0412844
32.5071,1.73011,0.015,0.0394303
32.0149,1.82029,0.015,0.0388385
32.0601,1.74299,0.015,0.038878
31.9522,1.78624,0.015,0.0388583
31.9672,1.76232,0.015,0.0388583
32.0819,1.73103,0.015,0.0388385
31.994,1.68963,0.015,0.0388385
31.9262,1.766,0.015,0.0388385
32.0451,1.70343,0.015,0.0388188
30.7318,1.74667,0.015,0.0371225
29.2621,1.75312,0.015,0.0351302
29.0579,1.67306,0.015,0.0348344
27.7739,1.66938,0.015,0.0330394
27.0089,1.67766,0.015,0.0318756
25.8514,1.58381,0.015,0.0298637
24.4553,1.47247,0.015,0.027043
23.7146,1.34733,0.015,0.0254058
22.5353,1.54056,0.015,0.0226838
22.3461,1.45131,0.015,0.0221709
21.8866,1.52676,0.015,0.0205929
21.551,1.53688,0.015,0.0196264
21.34,1.60865,0.015,0.0186007
21.1392,1.60405,0.015,0.0178709
20.7634,1.58381,0.015,0.0160956
20.6721,1.5562,0.015,0.0157208
20.6956,1.61417,0.015,0.0157208
20.7165,1.53504,0.015,0.0157208
20.6386,1.5562,0.015,0.0157208
20.6562,1.58841,0.015,0.0157406
20.575,1.51204,0.015,0.0157406
20.5784,1.57553,0.015,0.0157208
20.606,1.64638,0.015,0.0157208
20.647,1.61877,0.015,0.0157208
20.5072,1.65374,0.015,0.0157208
20.1105,1.73287,0.015,0.0128015
19.7916,1.73379,0.015,0.0110066
19.6468,1.81569,0.015,0.0088368
19.6008,1.85341,0.015,0.00645008
19.5481,1.82397,0.015,0.00526658
19.6837,1.94267,0.015,0.0026037
19.7238,2.04756,0.015,3.945e-05
19.8226,1.96199,0.015,-0.0006312
19.8276,2.00708,0.015,-0.0006312
19.7506,2.13406,0.015,-0.000611475
19.872,2.12485,0.015,-0.000611475
19.8544,2.11289,0.015,-0.000611475
19.882,2.00708,0.015,-0.000611475
19.8904,1.99235,0.015,-0.000611475
19.8502,2.01168,0.015,-0.001578
20.4687,2.23067,0.015,-0.00491152
20.9441,2.4055,0.015,-0.00755467
21.5233,2.49199,0.015,-0.00984277
21.8096,2.61713,0.015,-0.0110263
22.5127,2.66774,0.015,-0.0129988
23.0408,2.78,0.015,-0.0144387
23.7874,2.96127,0.015,-0.016352
24.1414,2.98795,0.015,-0.0172199
25.2329,3.06985,0.015,-0.019291
25.4764,3.08457,0.015,-0.0197842
25.4028,3.022,0.015,-0.0197842
25.4513,3.10573,0.015,-0.0197842
25.4555,3.10113,0.015,-0.0197842
25.3659,3.16186,0.015,-0.0197842
25.5409,3.0082,0.015,-0.0197842
25.5526,3.12322,0.015,-0.0197842
25.53,3.10941,0.015,-0.0197842
25.7484,3.14438,0.015,-0.0202181
28.5498,3.28516,0.015,-0.0251296
30.2405,3.36429,0.015,-0.0272205
31.5504,3.41214,0.015,-0.0289563
33.0386,3.51888,0.015,-0.0308302
34.7945,3.68451,0.015,-0.033138
36.1228,3.56765,0.015,-0.0348935
37.2862,3.68359,0.015,-0.0362743
37.9081,3.63666,0.015,-0.0374972
38.9803,3.69555,0.015,-0.0387596
39.598,3.5152,0.015,-0.0401798
40.2215,3.37442,0.015,-0.0417775
40.209,3.52624,0.015,-0.0418564
40.2282,3.50508,0.015,-0.0418564
40.2308,3.44527,0.015,-0.0418564
40.1236,3.50324,0.015,-0.0418564
40.1111,3.53544,0.015,-0.0418564
40.2123,3.38822,0.015,-0.0418564
40.2559,3.32197,0.015,-0.0418762
40.6509,3.26032,0.015,-0.0439473
40.7421,3.18579,0.015,-0.0455056
40.5279,3.03212,0.015,-0.0466693
40.0449,2.73399,0.015,-0.0485235
39.0623,2.5334,0.015,-0.0509299
37.7006,2.21595,0.015,-0.0529024
37.2762,2.14878,0.015,-0.0534745
35.3235,1.87734,0.015,-0.0558415
33.5734,1.62245,0.015,-0.0578337
33.3993,1.69331,0.015,-0.0579126
33.416,1.67306,0.015,-0.0578929
33.3466,1.6381,0.015,-0.0578929
33.4855,1.66478,0.015,-0.0578929
33.4939,1.71999,0.015,-0.0578929
33.4194,1.68318,0.015,-0.0578929
33.3432,1.71355,0.015,-0.0578929
33.4085,1.64822,0.015,-0.0578929
33.334,1.71263,0.015,-0.0578731
34.5284,1.82765,0.015,-0.0567291
36.4442,2.05584,0.015,-0.0544015
37.8412,2.33005,0.015,-0.0522712
39.5746,2.63094,0.015,-0.0495689
40.3354,2.96955,0.015,-0.0471625
40.7807,3.19499,0.015,-0.0446968
40.1479,3.43975,0.015,-0.0418762
39.1075,3.64954,0.015,-0.0394697
37.8671,3.63666,0.015,-0.0374578
36.8652,3.69003,0.015,-0.0358206
34.854,3.64954,0.015,-0.0331774
33.2821,3.54372,0.015,-0.0312444
33.2219,3.69463,0.015,-0.0311458
33.18,3.71947,0.015,-0.0311458
33.2126,3.74155,0.015,-0.0311458
33.2001,3.72223,0.015,-0.0311458
33.3156,3.71855,0.015,-0.0311458
33.2863,3.65966,0.015,-0.0311458
33.2863,3.69555,0.015,-0.0311063
30.5351,3.45815,0.015,-0.027181
28.4862,3.34313,0.015,-0.0246957
27.1529,3.26676,0.015,-0.0226048
25.7844,3.11309,0.015,-0.0201787
24.5624,2.9309,0.015,-0.0178511
23.3471,2.78092,0.015,-0.0149713
22.4097,2.6383,0.015,-0.012407
21.9075,2.57849,0.015,-0.0112038
21.869,2.50672,0.015,-0.0111841
21.8406,2.52236,0.015,-0.0111841
21.8841,2.52788,0.015,-0.0111841
21.8397,2.54168,0.015,-0.0111841
21.8682,2.59781,0.015,-0.0111841
21.8456,2.56377,0.015,-0.0111841
21.9284,2.52696,0.015,-0.0111841
21.9134,2.50028,0.015,-0.0111841
21.4396,2.34845,0.015,-0.0093102
20.7048,2.25092,0.015,-0.00595695
20.1415,2.19479,0.015,-0.00250507
19.7648,2.008,0.015,0.000848175
19.5548,1.87181,0.015,0.0028404
19.4878,1.74299,0.015,0.0043395
19.5154,1.69975,0.015,0.00546383
19.7414,1.66754,0.015,0.00850148
19.7958,1.60957,0.015,0.00992168
19.8017,1.72275,0.015,0.00992168
19.8142,1.68042,0.015,0.00990195
19.7389,1.66662,0.015,0.00990195
19.8142,1.6335,0.015,0.00990195
19.8167,1.58841,0.015,0.00990195
19.7648,1.55252,0.015,0.00990195
19.836,1.67858,0.015,0.00990195
19.9381,1.59393,0.015,0.00990195
19.9632,1.58565,0.015,0.0113616
20.4202,1.47155,0.015,0.0142809
20.9282,1.59393,0.015,0.0170424
21.4472,1.41266,0.015,0.019725
22.4716,1.38874,0.015,0.0229007
23.5514,1.4375,0.015,0.0252875
24.8194,1.48075,0.015,0.0282659
26.5252,1.43658,0.015,0.0313825
27.6551,1.53964,0.015,0.0329408
27.6442,1.47155,0.015,0.0329408
27.5647,1.5148,0.015,0.032921
27.5304,1.55252,0.015,0.032921
27.5178,1.51204,0.015,0.032921
27.4525,1.45959,0.015,0.032921
27.5387,1.48995,0.015,0.0329408
27.5094,1.54792,0.015,0.0329408
27.9924,1.48535,0.015,0.0335128
29.3784,1.48535,0.015,0.0355642
30.4774,1.57369,0.015,0.037083
31.9371,1.69607,0.015,0.0389766
33.303,1.86261,0.015,0.0406532
34.3526,2.03284,0.015,0.0417184
35.768,2.16166,0.015,0.0434739
37.7039,2.37698,0.015,0.0457817
39.0414,2.60517,0.015,0.0475767
39.8725,2.61805,0.015,0.0487799
40.789,2.86373,0.015,0.0505946
41.5599,3.26308,0.015,0.0523502
41.8076,3.35693,0.015,0.0534548
41.6687,3.45171,0.015,0.0536915
41.8662,3.43054,0.015,0.0540662
41.7541,3.49219,0.015,0.0543227
41.8269,3.5382,0.015,0.0550328
41.8478,3.66426,0.015,0.0553878
41.7984,3.57685,0.015,0.0553878
41.8428,3.66978,0.015,0.0553878
41.9298,3.62102,0.015,0.0553878
41.9307,3.54464,0.015,0.0553681
41.8361,3.55568,0.015,0.0553681
41.8193,3.62654,0.015,0.0553681
41.7097,3.52624,0.015,0.0553681
41.9725,3.47471,0.015,0.0553681
42.0278,3.60813,0.015,0.0553484
41.9826,3.55292,0.015,0.0553286
41.8804,3.56121,0.015,0.0551117
40.7388,3.28884,0.015,0.0530405
40.2023,3.0358,0.015,0.0508313
39.3904,2.78736,0.015,0.0487799
38.5986,2.5242,0.015,0.0474584
37.3273,2.39722,0.015,0.0456437
36.2685,2.054,0.015,0.0441248
34.9385,1.92242,0.015,0.0424088
33.6027,1.75312,0.015,0.040811
32.8678,1.73839,0.015,0.0400023
32.8293,1.71999,0.015,0.0400023
32.8846,1.70435,0.015,0.0400418
32.8067,1.71447,0.015,0.0400418
32.8452,1.76416,0.015,0.0400023
32.9222,1.73103,0.015,0.0400023
32.9122,1.77612,0.015,0.0400023
32.9046,1.71815,0.015,0.0400023
32.8343,1.6703,0.015,0.0400023
32.8519,1.62429,0.015,0.0400023
32.913,1.63994,0.015,0.0400023
32.8486,1.812,0.015,0.0400023
32.9582,1.69975,0.015,0.0400023
32.2786,1.73195,0.015,0.0390752
30.2179,1.63074,0.015,0.0364715
28.9415,1.61601,0.015,0.0348541
27.4124,1.50468,0.015,0.032566
26.2289,1.44671,0.015,0.0307316
24.9064,1.36757,0.015,0.0281476
23.9698,1.42554,0.015,0.0263526
23.4442,1.29396,0.015,0.0250113
22.4516,1.47063,0.015,0.0223484
21.2045,1.55252,0.015,0.0188966
20.8219,1.63902,0.015,0.0164901
20.7023,1.58473,0.015,0.0161153
20.6537,1.53044,0.015,0.0161153
20.7198,1.47155,0.015,0.0161153
20.6269,1.52124,0.015,0.0161153
20.6453,1.50468,0.015,0.0161153
20.637,1.58013,0.015,0.0161153
20.5926,1.45591,0.015,0.0161153
20.6805,1.5194,0.015,0.0161153
20.6571,1.53872,0.015,0.0160759
20.3783,1.50191,0.015,0.0144782
20.0385,1.61877,0.015,0.0122887
19.7531,1.57645,0.015,0.00925103
19.6661,1.72183,0.015,0.00635145
19.5313,1.82581,0.015,0.00495098
19.5824,1.88194,0.015,0.0033138
19.6066,1.94451,0.015,0.00216975
19.6719,1.88746,0.015,0.000927075
19.5782,1.93991,0.015,0.000808725
19.641,2.01352,0.015,0.000808725
19.692,1.96751,0.015,0.000808725
19.7079,1.91414,0.015,0.000808725
19.6569,1.90586,0.015,0.000808725
19.7339,2.0126,0.015,0.000374775
19.7372,2.06136,0.015,-0.00114405
20.3641,2.32269,0.015,-0.00471427
21.3501,2.50396,0.015,-0.00936937
21.8163,2.65302,0.015,-0.0112235
22.4474,2.74872,0.015,-0.0132552
23.3321,2.86189,0.015,-0.0158983
24.9541,3.10849,0.015,-0.018719
25.8137,3.12874,0.015,-0.020731
26.5938,3.19131,0.015,-0.021875
26.5201,3.19499,0.015,-0.0218553
26.5996,3.19591,0.015,-0.0218553
26.6022,3.2594,0.015,-0.0218553
26.6323,3.26492,0.015,-0.0218553
26.572,3.24283,0.015,-0.0218553
28.097,3.32473,0.015,-0.0242815
30.767,3.63022,0.015,-0.0283645
33.3374,3.72223,0.015,-0.0314022
35.593,3.74708,0.015,-0.0340453
38.5166,3.69739,0.015,-0.0381481
40.3253,3.35141,0.015,-0.0428427
40.6568,3.20971,0.015,-0.0449533
40.6007,3.12966,0.015,-0.0459592
40.4065,2.94655,0.015,-0.0473203
40.1546,2.79288,0.015,-0.0482868
39.7947,2.74319,0.015,-0.0492928
39.6022,2.66866,0.015,-0.0498648
39.305,2.58769,0.015,-0.0506143
38.7443,2.44967,0.015,-0.0513639
38.4421,2.4285,0.015,-0.0517781
38.2371,2.48187,0.015,-0.0521923
37.7633,2.27116,0.015,-0.0529419
37.6386,2.27024,0.015,-0.0530997
37.6679,2.24631,0.015,-0.0531589
37.4243,2.30704,0.015,-0.0533956
36.5472,2.07517,0.015,-0.0544804
35.8751,2.05124,0.015,-0.0551905
35.1955,1.87365,0.015,-0.0559993
34.6682,1.87181,0.015,-0.056591
34.4279,1.79728,0.015,-0.0568474
34.2765,1.7568,0.015,-0.0569658
34.1852,1.73747,0.015,-0.0569658
34.2095,1.79912,0.015,-0.0569658
34.2329,1.79912,0.015,-0.0569658
34.1936,1.76048,0.015,-0.0569461
34.1769,1.83961,0.015,-0.0569461
34.2873,1.82213,0.015,-0.0569461
34.1224,1.812,0.015,-0.0569461
34.1794,1.7522,0.015,-0.0569461
34.2371,1.76876,0.015,-0.0569461
34.1852,1.78164,0.015,-0.0569461
34.181,1.72275,0.015,-0.0569461
34.166,1.69331,0.015,-0.0569461
33.9634,1.80832,0.015,-0.0569461
34.0572,1.7982,0.015,-0.0569461
34.0982,1.88102,0.015,-0.0569461
34.2681,1.81384,0.015,-0.0569461
34.217,1.72275,0.015,-0.0569461
33.9977,1.74759,0.015,-0.0569461
34.2195,1.72459,0.015,-0.0569461
34.1534,1.75312,0.015,-0.0569461
34.1434,1.80924,0.015,-0.0569461
34.2279,1.73471,0.015,-0.0569461
34.1174,1.74391,0.015,-0.0569461
34.1785,1.72091,0.015,-0.0569461
34.2748,1.78348,0.015,-0.0569461
34.2505,1.71999,0.015,-0.0569461
